"",gene_symbol,GSM2691349,GSM2691350,GSM2691351,GSM2691352,GSM2691353,GSM2691354,GSM2691355,GSM2691356,GSM2691357,GSM2691358,GSM2691359,GSM2691360
ENSG00000100351,GRAP2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100353,EIF3D,4085.0113,3365.0129,2905.0025,3114.8021,2158.0009,2135.0014,2915.9993,3025.0018,2321.0012,1669.9984,2476.0017,2720.0007
ENSG00000100354,TNRC6B,615.0881,498.402,460.1519,549.498,913.1055,813.9999,487.002,589.1503,665.0979,323.1012,423.9997,559.5807
ENSG00000100359,SGSM3,1364.0002,1834.0007,2035.9989,1781.9998,1837.9986,2255.0005,2310.999,1904.0004,2331.9987,1743.0014,2152.9986,1904
ENSG00000100360,IFT27,337.0001,204.9997,256.9998,232.999,427.9561,487.9997,554.0001,429,550.9997,281.9998,278.9998,282.9998
ENSG00000100362,PVALB,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100364,KIAA0930,446.0003,804.9989,1083.9733,919.6311,262.1443,266.3522,365.0002,394.0003,418.5717,563.2317,552.0004,474.0006
ENSG00000100365,NCF4,9.7498,14.5369,7.8574,10.534,70.8601,20.8223,48.2393,64,134.5531,68.66,57.3379,74.5586
ENSG00000100368,CSF2RB,193.9998,186.9998,125.0002,72.0001,245.0002,308,111.9997,133.9999,236.9999,48.9999,237,185.0001
ENSG00000100372,SLC25A17,396.9996,493.0005,430.7497,510.001,371.0046,378.0006,330.0003,382.0002,502.0006,301.0003,372.0004,433.0005
ENSG00000100373,UPK3A,1,0,0,0,0,0,0,0,2,36,0,0
ENSG00000100376,FAM118A,280.095,145.0002,152,172.9999,126.9261,118.1713,690.2,176.8171,120.0205,308.3287,443.8017,110.0001
ENSG00000100379,KCTD17,267.0001,731.0013,359.0003,349.0003,299.0003,277.0001,138,228.0002,166.0001,110.0003,202.0001,227.0001
ENSG00000100380,ST13,6158.6467,3996.8453,3689.5463,4039.4895,2900.9145,2970.7823,2977.9708,3791.7148,3124,1826.7487,2895.094,3223.7521
ENSG00000100385,IL2RB,160.9998,97.0002,37,143.0852,30,16,60.0001,34,3,13,21,24
ENSG00000100387,RBX1,593.0012,1026.0019,1079.0018,979.0027,1066.0027,1046.0024,743.0008,975.0019,1402.0036,1080.0016,970.0026,1049.0022
ENSG00000100393,EP300,3054.0354,2237.9993,2185.2033,2760.0221,2201.0069,1867.9972,1597.996,1314.9824,1682.9976,702.0005,1449.9425,1547.0019
ENSG00000100395,L3MBTL2,330.3854,529.2816,574.032,502.0027,416.6092,273.0068,498.032,478.1985,565.3647,448.4741,410.9785,440.2486
ENSG00000100399,CHADL,3,9,10,9,3,6,6,2,12,21.7569,1,4
ENSG00000100401,RANGAP1,995.9996,3104.9999,2350.0001,3265.0014,870.9045,657.9994,841.2724,810.2287,939.1864,1272.2944,825.9992,726.9989
ENSG00000100403,ZC3H7B,2490.0577,3151.9957,2807.3671,2848.0214,2097.1007,2016.7192,2241.3678,1723.9981,1538.1065,902.1144,1648.0373,1498.0085
ENSG00000100410,PHF5A,297.9998,403.9992,317,377.9997,273.999,216.9999,242.9996,266.9993,293.0001,266.9994,258.9998,269.9999
ENSG00000100412,ACO2,1139.5435,1603.9009,1529.8008,1593.7516,1088.9288,1330.0893,1087.8737,943.4212,1125.5227,778.6484,985.902,1037.4949
ENSG00000100413,POLR3H,361.4578,673.0998,714.1985,830.2496,617.0723,280.9106,671.126,552.5797,686.4754,377.3491,725.1087,593.5051
ENSG00000100416,TRMU,292.0005,483.0011,397.0003,481.0002,499.0003,382.0005,561.0004,554.0007,696,671.0007,474.0005,430.0004
ENSG00000100417,PMM1,678.0016,448.0014,542.0008,454.0003,438.0006,447.0013,532.0014,577.0009,593.0014,498.0022,517.9939,492.0017
ENSG00000100418,DESI1,516.5912,788.3605,838.0004,687.5755,459.9842,470.0002,634.0746,613.5936,520.7333,552.1396,451,457.3188
ENSG00000100422,CERK,837.0014,645.9991,665.9983,779.0005,729.0012,766.0005,1152.0019,888.9976,848.9971,698.3581,749.0022,706.9996
ENSG00000100425,BRD1,928.0019,607,704.9996,657,754.9998,469.9997,919.9996,889.9998,760.9998,606.0002,637.9996,690.0002
ENSG00000100426,ZBED4,342.9999,856.001,797.9994,763.9993,409.9995,415.9999,510.9993,513.0002,443.9995,282.9996,500,472.0001
ENSG00000100427,MLC1,3,2,1,2,0,1,0,0,0,0,0,1
ENSG00000100429,HDAC10,384.1038,269.4674,473.9366,245.3949,515.5233,451.4083,483.1738,523.631,565.1654,911.6304,491.5735,445.6793
ENSG00000100433,KCNK10,1.0175,2,3,1,3.0272,2,3,3,2,4,3,1
ENSG00000100439,ABHD4,1418.0009,242.9998,438.999,366,843.0011,962.0012,1124.9979,855.001,768.9989,652.9997,486.9998,595.0021
ENSG00000100441,KHNYN,6679.448,3228.1822,3434.1099,3571.3151,4422.4423,4898.8675,5006.0872,3839.8061,3645.8236,2451.8636,3009.1529,3068.6044
ENSG00000100442,FKBP3,475.0011,1125.0014,1044.9908,1058.9988,751.9924,872.002,351.6221,653.9923,934.0018,959.0666,643.9868,802.002
ENSG00000100445,SDR39U1,85.8086,126.7634,139.8894,86.6823,167.4966,116.0133,272.8399,190.1838,200.3484,416.1388,218.8441,241.9475
ENSG00000100448,CTSG,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100450,GZMH,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000100453,GZMB,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000100461,RBM23,1177.841,1036.9816,915.9954,1085.3328,1002.6219,925.831,1086.1766,939.7084,1162.9614,494.9261,908.7285,925.2646
ENSG00000100462,PRMT5,705.001,1717.0014,991.0017,1477.9854,953.0012,815.0015,1153.9988,978.0001,897.0005,661,835.9891,845.001
ENSG00000100473,COCH,3,22,1,7,0,0,0,0,11,120.7976,0,0
ENSG00000100478,AP4S1,122.5737,108.481,109.4718,127.7841,103.8473,109.7243,81.424,92.7846,116.7158,71.97,92.1514,119.2465
ENSG00000100479,POLE2,28.9999,133.0001,43.0001,153.0003,20,22,19,25.0001,29,41.7886,17,28.9999
ENSG00000100483,VCPKMT,80.0002,122,119.0001,110.0002,148.0003,89.0002,102,183.0002,170.0002,127.0002,145.0003,185.0003
ENSG00000100485,SOS2,1144.0013,790.9982,879.0024,828.9998,854.0002,811.9999,669,747.9994,800.0029,289.9996,631,734.9981
ENSG00000100490,CDKL1,2.0167,10,8.1877,8,2.0247,3.2996,4.0086,5.2391,7.8786,72.8092,5,9.1622
ENSG00000100503,NIN,792.9995,1214.0001,888.9986,1283.9996,338.9994,261.0001,243.0002,349.0003,339.9997,285.0002,316.9997,407.9996
ENSG00000100504,PYGL,6362.9816,6022.0091,3621.9997,4203.0019,6548.9471,9097.1873,5738.0107,6503.1611,6273.0653,3498.4592,3720.6031,4956.7438
ENSG00000100505,TRIM9,62,6,9,12,69,65.0002,68,35,32,29.9999,11,10
ENSG00000100519,PSMC6,964.1083,1427.8016,1216.9013,1351.7442,1138.4466,1091.6513,804.5599,1027.0016,1204.258,728.7564,860.2438,978.352
ENSG00000100522,GNPNAT1,308.7216,838.9999,595.8889,747.3247,507.9808,568.2893,207.9906,406.3478,686.9674,444.0929,563.9717,547.1635
ENSG00000100523,DDHD1,141.9316,295.0136,297.2157,309.7039,153.3813,108.8227,104.1423,226.6814,176.4998,199.772,121.2805,185.1123
ENSG00000100526,CDKN3,79.9998,387.9991,80.9998,392.9993,10,7,6,3,23,72.9999,13,14
ENSG00000100528,CNIH1,2270.9981,2260.9979,1645.9987,2350.9998,1278.9987,1168.9996,730.9997,1342.0029,1328.9994,508,1489.0015,1618.0017
ENSG00000100532,CGRRF1,97.831,171,127,172.9998,121.5171,79.9999,58.9999,111.9999,134.9999,73,119.0001,147
ENSG00000100554,ATP6V1D,568.8549,1465.0031,1350.8143,1272.064,748.9997,785.0009,639.5659,829.9122,943.0009,410.2417,838.1548,838.0009
ENSG00000100557,C14orf105,0,0,2,1.0001,1,0,2.0067,1,4.0018,83.8169,1,0
ENSG00000100558,PLEK2,106.0001,1144.0007,580.0013,1161.0015,157.0002,105.0001,51,62,50,24,73.0001,113.0001
ENSG00000100564,PIGH,106.0001,180.1822,171.935,165.3462,200.9676,160.9433,131.0001,172.0499,281.1944,226.8247,182.2419,212.3492
ENSG00000100565,LRRC74A,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100567,PSMA3,584.2408,1266.179,875.9984,1174.9984,1138.2855,902.4653,502.2075,841.3842,1022.9984,965.6477,611.9993,723.2269
ENSG00000100568,VTI1B,1478.9848,1487.5674,1501.1672,1655.921,1525.153,1592.78,1386.148,1570.0023,1441.334,775.6669,1463.7184,1587.8399
ENSG00000100575,TIMM9,431.9998,300.9998,255.9997,314,320.9994,218.9997,367.9996,525.9997,394.9991,306.9995,348.9997,368.9991
ENSG00000100577,GSTZ1,485.4756,385.347,499.6794,345.147,359.7107,372.7321,282.9732,311.1093,390.9505,292.2662,322.2002,304.8842
ENSG00000100578,KIAA0586,204.5134,380.9999,263.0994,422.0001,213.1912,200.0537,116.9326,128.9999,191.6609,167.034,160.5434,174.0993
ENSG00000100580,TMED8,369.0002,339.0002,292.0001,368.9999,436.9997,374.9994,290.9996,332.9995,314.0003,211.0004,237.0433,286.0003
ENSG00000100583,SAMD15,15.0142,18,9,12,23.0209,8,6.0029,8.0314,17.0465,9.0196,18,9
ENSG00000100591,AHSA1,592.0003,1895.9997,1704.6488,1595.6372,845.9996,781.0005,868.2269,905.515,1207.0007,1196.0002,854.486,1053.6802
ENSG00000100592,DAAM1,1156.0026,1421.9975,1154.998,1381.9977,1545.0005,1370.9975,1084.0014,1299.0032,1114.9985,527.9993,723,993.9994
ENSG00000100593,ISM2,1,9,14,2,10,14,36,9,13,156.0001,13,9
ENSG00000100596,SPTLC2,553.7716,2050.511,1602.9348,2142.9041,582.6203,946.4817,383.035,430.0161,446.7371,292.4767,809.0947,564.9138
ENSG00000100599,RIN3,311.9999,534.9999,592.9994,385.0003,147,132.9999,205.0001,166.9998,118.0001,141,191.9998,133.0001
ENSG00000100600,LGMN,3182.9928,610.9996,758.0934,697.0157,1553.0623,1101.0016,2930.255,1026.0013,1012.0843,338.0001,845.0109,558.0015
ENSG00000100601,ALKBH1,169,158.0001,173.0001,187.0002,134.0002,159.0002,113.0002,141,172.0002,93.0002,133.0002,135
ENSG00000100603,SNW1,1126.9091,1091.0002,871.9997,997,974.9083,968.0004,1048.9996,969.0018,1000.0009,533.0007,845.0007,803.0004
ENSG00000100604,CHGA,0.5,3,0,9,3,0.5,0,0.5,3,0,1,2
ENSG00000100605,ITPK1,275.5002,786.4995,472.0001,858.0037,288.0447,289.5601,281.5018,278.0008,379.5001,309.5,393.9998,325.5012
ENSG00000100612,DHRS7,577.0009,793.8535,853.6878,718.9195,715.8933,450.1933,608.8761,644.0494,802.1332,449.5686,680.3546,734.0514
ENSG00000100614,PPM1A,1267.0003,865.999,716.0004,834.0003,2007.9997,869.0003,1250.0007,1743.9992,1719.9993,669.9998,1160.0007,1554.9994
ENSG00000100625,SIX4,146.04,99.6494,92.0214,83.0799,46.0968,41.0159,32.0135,57.0195,20.9999,40.7563,26.0043,23.0642
ENSG00000100626,GALNT16,6,1.0007,7,2,6.2933,4.002,2.0009,6,9.0111,9.1804,4,1.0877
ENSG00000100628,ASB2,0,0,0,0,0,0,0,0,0.5,65.5,0,0
ENSG00000100629,CEP128,65,182.0003,98,231,76.0292,62,54,44.0114,43,28.0256,63.9999,58.0001
ENSG00000100632,ERH,1034.0002,1691.0017,1408.9996,1729.0008,1250.9977,1122.0021,900.0012,1343.0004,1623.9982,1479.0007,1155.0019,1383.9975
ENSG00000100644,HIF1A,13696.2026,21170.6323,21786.4463,21969.7586,24955.7641,31282.532,8595.3904,12344.4013,19222.3983,4379.9352,17715.0151,15844.3336
ENSG00000100647,SUSD6,685.0017,473,521,541.9997,373,226.9997,327.0001,275.9998,400.9999,229.9999,224.9998,241
ENSG00000100650,SRSF5,3150.0027,2211.0005,2439.0009,2324.0013,2506.0697,2126.1026,3553.2695,2934.2166,3183.0672,2380.0439,2452.0007,2910.0432
ENSG00000100652,SLC10A1,0,1,1,0,1,2,0,1,1,1,0,1
ENSG00000100664,EIF5,3480.0015,3962.8532,3173.8068,4310.957,3621.7764,3253.7889,2588.8314,3386.5051,3690.0012,1702.0034,2323.0009,2636.0488
ENSG00000100665,SERPINA4,0,0,0,0,0,0,0,0,14,150.0003,0,0
ENSG00000100678,SLC8A3,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000100697,DICER1,2773.9971,2969.0025,2359.0015,3332.9982,2027.0011,1836.994,1430.9978,1585.9991,1485.9988,570.0007,1358.9993,1521.9987
ENSG00000100711,ZFYVE21,1108.0366,1003.2767,1072.1775,913.1029,1450.5332,1352.0014,1344.0067,1471.2714,1861.4302,994.8284,1381.6839,1357.696
ENSG00000100714,MTHFD1,316.5764,1480.2377,842.1361,1419.9091,409.8526,340.7193,314.4956,344.4896,456.1076,603.1883,355.758,398.7207
ENSG00000100721,TCL1A,0,0,0,1,1,0,1,0,0,0,1,0
ENSG00000100722,ZC3H14,1535.4575,1477.9621,1204.6731,1502.0001,1074.4219,851.6719,1009.9073,1134.7453,998.4186,777.5029,1033.6878,1050.5334
ENSG00000100726,TELO2,390,468.9985,452.0001,464,421,280.0001,704.9994,586.9989,498.0002,606.0007,467.0003,441
ENSG00000100731,PCNX1,1186.9997,1204.1541,1376.1081,1132.9995,1045.7242,1177.1151,794.138,861.0081,632.9988,385.0559,1156.9999,754.0105
ENSG00000100739,BDKRB1,3,1,2,1,2,0,7,2,1,3.5532,2,4
ENSG00000100744,GSKIP,168.0001,500.0001,484.9995,500.0008,271.0001,275.0005,132,234.0003,245.0002,116,201,211.0002
ENSG00000100749,VRK1,72.0686,274.0006,167.0001,289.9999,71.0001,64,64.016,86.0136,97,84.4667,66,76.0001
ENSG00000100764,PSMC1,823.8913,1563.2233,1211.1164,1465.9725,1078.7055,1106.7699,825.8293,1030.3265,1299.9629,761.9853,941.1657,1001.5715
ENSG00000100767,PAPLN,104.2468,36.653,68.0047,55.1068,118.5933,218.5052,118.8445,105.2367,89.6675,99.7938,47.3447,45.4363
ENSG00000100784,RPS6KA5,179.0604,43.1591,32.1305,37.4628,123.2228,84.5953,42.6516,56.2841,50.0508,37.2825,32.1681,34.094
ENSG00000100796,PPP4R3A,1345.9987,1400.0015,1312.9983,1550.0011,1602.0001,1564.9987,1065.9997,1271.9999,1474.9972,693.0003,1033.9988,1181.9996
ENSG00000100802,C14orf93,492.0004,100.0001,114,125.0002,262.0001,186.0002,383.0004,347.0003,222.0003,316.0003,205.0001,232.0004
ENSG00000100804,PSMB5,1370.0012,2201.0034,2216.9998,1919.0008,1554.9997,1394.0011,2065.0002,1999.0014,2014.0016,2019.0004,1884.0014,1673.0004
ENSG00000100811,YY1,2423.721,2031.9999,1996.2844,2050.998,2050.0021,2033.0007,1923.996,1995.0019,2130.3727,1148.4301,1706.0018,1787.9996
ENSG00000100813,ACIN1,3350.117,2921.4586,3189.9335,2949.9074,3392.7219,2936.8643,4982.0491,3684.0927,3717.1158,4509.0347,3075.9965,3072.6094
ENSG00000100814,CCNB1IP1,729.7175,500,482.0724,598.0064,478.2434,404.2262,922.3664,928.0015,557.0084,828.0012,721.4508,1000.0441
ENSG00000100815,TRIP11,1294.8535,1193.9913,1094.2742,1364.2193,1345.6719,1454.4294,752.2839,1058.3765,991.1536,405.9026,728.7415,851.3103
ENSG00000100823,APEX1,2522.9984,2070.0029,2013.0021,2111.0053,1682.0029,1105.0024,2164.0028,2202.0032,1917.0029,1573.0017,1782.0024,1954.0027
ENSG00000100836,PABPN1,1905.1064,1908.102,2412.8045,1825.7462,2810.421,1896.4416,4457.2707,4288.822,3667.3697,6448.2027,2634.4563,3057.4979
ENSG00000100842,EFS,1944.0019,1140.9996,1504.9992,1248.0002,2233.0006,1521.0005,2603.9999,1755.002,1908.9997,983.0002,1861.0001,1727.9993
ENSG00000100852,ARHGAP5,3173.0018,1859.0012,2012.7478,2550.0016,2270.9753,2021.0095,824.1189,1450.2581,1330.6532,648.0809,1235.8272,1369.5144
ENSG00000100865,CINP,344.5805,381.1031,400.3117,413.8882,397.6632,355.2627,351.2335,407.9474,377.0791,253.0684,375.4021,457.6442
ENSG00000100867,DHRS2,217.182,457.0422,209.018,332.0969,441.5637,440.0003,284.5961,750.6424,1174.3843,4976.3827,100.0608,294.1923
ENSG00000100883,SRP54,932.9995,1484.0007,1126.9993,1470.0003,1101.0007,1281.0007,754.0002,976.0006,1081.0003,669.0004,764.9995,898.0008
ENSG00000100884,CPNE6,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000100888,CHD8,1748.001,1784.9986,1827.9994,1990.0018,1790.9996,1853.9976,1399.0001,1268.9997,1421.9993,1020.0001,1020.0001,995.0003
ENSG00000100889,PCK2,599.0006,710.9991,565.9993,870.0015,638.0014,488.9997,647.0005,670.0017,509.0012,1018.9989,636.0018,540.0003
ENSG00000100890,KIAA0391,400.755,858.8516,723.4134,746.0549,636.0591,765.5343,377.4019,452.7426,615.4374,314.4359,355.0615,426.7979
ENSG00000100897,DCAF11,2382.5847,924.8476,955.1922,963.4858,1122.7495,1135.2235,1045.3648,829.1441,847.3053,899.7527,710.7973,711.9676
ENSG00000100902,PSMA6,1080.3702,1662.1848,1392.3929,1790.9964,1748.6133,1633.4909,959.2841,1189.5688,1777.7015,1802.1229,1066.5333,1184.9624
ENSG00000100906,NFKBIA,1392.0016,340.0011,235.9996,278.0003,2862.9967,1884.997,1145.0007,1107.0017,4047.0111,1249.0022,795.0006,1102.0012
ENSG00000100908,EMC9,100.9998,138.9994,115.9998,185.222,145.543,125.9107,129.3247,130.9999,191.9995,583.3673,113.9998,139.2232
ENSG00000100911,PSME2,795.9989,684.9988,647.9991,694.999,1662.9985,1172.9985,860,705.9999,913.9982,2360.9985,599.9995,571.999
ENSG00000100916,BRMS1L,236.0001,235.0001,247.9999,223,177.0001,168.474,121.0001,214.0001,218.0002,111.0002,197.8812,213.5301
ENSG00000100918,REC8,118.9999,164.9998,236,138.0002,174,108,112.9999,86,117.9999,288.9998,115,93
ENSG00000100926,TM9SF1,607.5935,720.3354,836.0493,764.6492,817.4841,732.0206,745.7407,753.2622,700.8339,493.9359,581.1682,695.463
ENSG00000100934,SEC23A,1924.0008,3176.9962,2812.9981,2743.006,1818.0661,2983.0706,1369.2493,1443.9999,1400.9784,927.299,1553.05,1493.5361
ENSG00000100938,GMPR2,1756.0008,1001.0006,1066.0011,983.0011,1197.0012,1131.0009,1626.9997,1696.0014,1227.0002,1099,948.0013,1054.0001
ENSG00000100941,PNN,785.0016,1466.0002,1506.0013,1456.9991,1184.9999,796.9996,1700.9992,1521.9992,1250.9991,2333.9989,1004.9999,1245.0015
ENSG00000100949,RABGGTA,505.0003,543.0003,550.0004,580.0002,730.0005,735.0003,547.9998,490.0002,879.0006,707.0002,580.0002,503.0001
ENSG00000100968,NFATC4,2099.9999,256,579.0077,347.0001,2386.0011,2122.9988,3321.999,2034.0007,2083.9993,1294.0002,1358.9989,1172.0016
ENSG00000100979,PLTP,63.0001,57.0001,82.0001,33.0001,122.0358,62.0001,61.0172,110.011,54.0001,318.4372,36,64
ENSG00000100982,PCIF1,814.9999,464.0005,393.9997,543.0001,645.9991,666.0005,755.0014,708.9991,677.0011,474.0003,593.9996,607.001
ENSG00000100983,GSS,799.9999,1206.0003,1153.0004,1136.001,625.0016,919.0012,454.9995,552.0003,882.0014,848.0014,635.0011,693.0009
ENSG00000100985,MMP9,1354.0016,1642.0015,1152.9993,2406.0011,442.0005,35.0001,24,21.8307,117.0001,19.82,21,23
ENSG00000100987,VSX1,2,0,1,1,4,0,2,1,1,0,1,1
ENSG00000100991,TRPC4AP,2397.0007,2422.0017,2352.0003,2266.9992,2184,1903.9999,2307.0011,2018.002,2120.0024,1875.0004,1894.0027,1916.0001
ENSG00000100994,PYGB,1281.0021,2432,1927.0008,2619.9989,1279.0007,1441.0019,1029.9972,1562.9983,1770.0016,1256.9965,1235.002,2004.9995
ENSG00000100997,ABHD12,1111.0013,978.0008,801.0009,990.0013,2459.0018,1696.0015,1573.0009,1550.0018,3090.0012,1971.0017,1184,1222.0017
ENSG00000101000,PROCR,426.0531,646.0039,642.1271,619.0013,458.6846,487.0008,171.2552,196.0583,386.756,131.0871,298.9999,257.0865
ENSG00000101003,GINS1,66.0001,309.8913,153.0443,361.2095,43.0999,61.6225,19.0796,35.0797,42.829,82.7948,55.4955,61.0001
ENSG00000101004,NINL,486.9999,231.0003,413,249.9997,281.9999,145.0002,463.9998,404.0003,294.9999,819.0001,268.9999,293.9998
ENSG00000101017,CD40,1417.0004,1513.0022,1854.0013,1655.0016,734.0009,664.0015,329.9998,324.0004,565.9999,279.0004,327.0004,276.0002
ENSG00000101019,UQCC1,315.0003,397.0003,455.0001,391.0001,444.0001,497,610.0264,545.0005,502.0116,626.0006,315.0004,407.0151
ENSG00000101040,ZMYND8,1830.9952,893.9997,916.9993,1324.9994,2947.0012,2102.9997,2931.0927,1983.9991,2242.0032,2245.0126,1037.9994,1247.0003
ENSG00000101049,SGK2,27.8111,2.5159,11,5,54.0002,40,63,50,48,205.0001,41.0001,31
ENSG00000101052,IFT52,471,350.0008,250.0007,324.0005,307.001,345.9996,289.0002,292.001,352.0006,211.0002,302.9995,379.0008
ENSG00000101057,MYBL2,196,2108.9998,405.0004,2552.0005,14,41.9999,13,9,68.9999,366.0004,75,58
ENSG00000101074,R3HDML,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101076,HNF4A,1,2.2122,1,3.0217,2.0116,1,1,3.0384,67.9997,1367.2165,0,1
ENSG00000101079,NDRG3,1149.0003,1244.0007,1152.0006,1191.9076,750.387,1046.9993,618.4129,640.2621,669,617.9998,697.2851,598.0989
ENSG00000101082,SLA2,3,2,1,0,5.0014,0,0,3,7.0016,54.0069,3.0005,1.0003
ENSG00000101084,C20orf24,282.8219,835.0704,825.0009,806.5268,479.1926,502.9535,644.0947,708.5329,846.0008,1130.9924,613.0014,687.0013
ENSG00000101096,NFATC2,394,599.9993,329.0001,848.9996,12,26,1,1,17,78,19,6
ENSG00000101098,RIMS4,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000101104,PABPC1L,281.0002,337.0002,779.9994,301.0001,567.1657,402.0005,881.4214,1022.9999,652.9999,2617.8508,611.9993,806.0019
ENSG00000101109,STK4,571.8128,759.0592,570.9977,807.4134,706.0491,834.3019,478.2225,522.2363,614.1107,511.4832,324.9997,381.2933
ENSG00000101115,SALL4,0,26,26.0663,10,1.0059,6,3.0004,1,3.0017,26.2086,5,0
ENSG00000101126,ADNP,2559.9992,2053.0022,2028.9988,2132.0016,2291.0002,1923.002,2053.9976,2053.0014,1844.0005,967.7775,1576.9993,1632.0011
ENSG00000101132,PFDN4,291.9476,243.9601,215.9997,205.9996,125.5982,107.9999,90.9998,182.9996,168.9999,236.9996,148.9999,149.0001
ENSG00000101134,DOK5,50,12,72.0002,7,115.0003,21,32.9999,64.0001,27.0001,15,37.9999,44
ENSG00000101138,CSTF1,496.4594,519.1013,507.5653,600.0004,519.9355,498.9508,440.4442,454.8568,458.6596,392.9385,398.3025,354.9359
ENSG00000101144,BMP7,1,4,3.0728,2,0,0,0,0,0,0,0,3.0086
ENSG00000101146,RAE1,509.0005,592.001,591.0001,613.0008,522.0008,477.0009,629.0003,587.0015,630.0011,462.0004,565.0009,594.0007
ENSG00000101150,TPD52L2,1702.002,2707.0001,3038.0017,2544.002,1772.0033,1624.0005,1997.0005,2138.0016,1890.9993,1970.0037,2223.0008,2260.0008
ENSG00000101152,DNAJC5,1186.9975,1891.0007,1899.9975,1944.9985,1388.0024,1520.9967,1409.9976,1401.0023,1463.9983,1361.0003,1281.0014,1067.0022
ENSG00000101158,NELFCD,862.1974,1252.0468,1139.2283,1458.2272,1074.2342,885.0351,1217.6215,1029.2103,1181.9435,1455.116,959.7711,1008.229
ENSG00000101160,CTSZ,2483.0026,3089.0006,4551.0017,2941.0097,1948.9994,1812.0016,1940.0079,2032.012,2552.0039,1096.0021,2031.0036,1897.0084
ENSG00000101161,PRPF6,1791.9997,1520.0002,1567.0015,1564.0013,1403.0002,1391.9999,1801,1569.999,1526.0016,1710.9995,1314.9986,1229.0019
ENSG00000101162,TUBB1,3,5.0053,4,4,3,1,4,3,4,169.9526,0,1
ENSG00000101166,PRELID3B,680.9997,1217.0016,913.9996,1169.0014,586.0003,577.9993,281.9999,441.0007,542.0017,160.0001,457.9989,453.9988
ENSG00000101180,HRH3,0,0,0,0,0,0,0,0,0,2,1,0
ENSG00000101181,MTG2,268.9223,282.9999,318.0326,264.6005,421.7482,309.4963,408.2598,402.2359,431.882,538.033,316.8747,347.057
ENSG00000101182,PSMA7,894.9991,2444.9956,1852.0009,2228.0004,1356.9982,1493.9932,1356.9972,1560.9926,1833.9977,1788.9969,1514.9999,1536.0007
ENSG00000101187,SLCO4A1,17,242,192.0001,246.9999,545.9999,1028.9999,666.9988,405.9998,1080.999,640.999,1052.0015,884.9989
ENSG00000101188,NTSR1,2,2,0,1,0,0,0,0,0,20,0,0
ENSG00000101189,MRGBP,365.9525,284.0002,294.0001,312.9472,473.9186,440.4535,409.9998,400.0004,441.8032,466.2849,364.0004,301.0003
ENSG00000101190,TCFL5,130.0321,208.0829,188.2536,210.0003,225.0417,222.0002,251.288,242.0003,212.3087,246.0133,216.2406,217.064
ENSG00000101191,DIDO1,940.9998,1252.9993,1267.9993,1389.9991,1034.9993,746.0001,1320.9986,978.9978,1069.9992,1056.9994,912.9997,996.9996
ENSG00000101193,GID8,2086.9987,1079.0001,1054.9992,1188.9984,1162.0016,1187.9997,1400.9993,1346.9996,1057.0008,766.0003,1068.9993,1064.9983
ENSG00000101194,SLC17A9,540.9999,838.0001,1437.9978,777.0003,1105.0013,1039.0013,1480.9998,1152.0004,1142.9998,3235.004,1289.9973,1301.0007
ENSG00000101197,BIRC7,2,1,18,1,6,0,4,1,2,398.0007,1,0
ENSG00000101198,NKAIN4,0,3,18,1,0,1,0,1,0,43.9999,1,1
ENSG00000101199,ARFGAP1,1473.0019,1761.0022,2900.0011,1591.0004,2893.0019,3053.0043,4148.0015,2782.9973,3308.003,4737.004,2591.0006,2429.9957
ENSG00000101200,AVP,0,0,0,0,0,0,0,0,0,5,0,1
ENSG00000101203,COL20A1,2,0,0,0,4.003,4,2,1,4.0015,11.0221,2,0
ENSG00000101204,CHRNA4,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000101210,EEF1A2,74.0001,51,153,49,45.0001,36,16,30,29.0001,261.0003,60.0002,41.0001
ENSG00000101213,PTK6,26.0214,13.0152,25.7903,13.0047,14.0094,21,7.1313,22.0788,28.4351,37.9734,6.7655,14.0296
ENSG00000101216,GMEB2,294.0003,365.9997,318.9998,350,350,392.0001,355.0002,340.9997,391.0002,302.9999,278.0002,301.0001
ENSG00000101220,C20orf27,221.9997,485.0004,364.0002,401,230.0001,268.0006,299.0003,360.0001,275.0001,454.9992,267.0003,318.0006
ENSG00000101222,SPEF1,1,2,5,2,13,18.0001,6,13,20,2,5,8
ENSG00000101224,CDC25B,1650.0015,2333.9998,1146.9996,2604.9997,750.0002,326.9998,1520.0025,892.002,848.9988,697,1413.0004,1535.0004
ENSG00000101230,ISM1,2,2,2,3,1,1,1,0,3,3,0,1
ENSG00000101236,RNF24,292.4834,554.854,514.2416,553.0937,702.0963,706.1418,408.4459,421.455,905.4878,472.2954,552.1694,582.8732
